# interfaceEnergyFluxes 
# Time          	energyFlux_Liquid	energyFlux_Gas  
0.0003519012185 	3.36346936e-03	-8.36599459e-18
0.000351908493  	3.41901347e-03	-8.42922877e-18
0.0003519157642 	3.36122003e-03	-8.27283355e-18
0.000351923031  	3.42056285e-03	-8.42121502e-18
0.0003519302933 	3.57171157e-03	-8.35223892e-18
0.0003519375513 	3.70177588e-03	-8.36601582e-18
0.0003519448049 	3.76111629e-03	-8.23940434e-18
0.0003519520531 	3.96426384e-03	-8.25692126e-18
0.0003519592947 	3.99107020e-03	-8.17747057e-18
0.0003519665308 	3.83249472e-03	-8.13803078e-18
0.0003519737495 	3.68773248e-03	-8.21162327e-18
0.0003519809337 	3.64734164e-03	-8.21622251e-18
0.0003519880816 	3.55622104e-03	-8.18599315e-18
0.0003519951997 	3.50403994e-03	-8.01199940e-18
0.0003520023295 	3.69239984e-03	-8.06000344e-18
0.0003520095126 	3.72529026e-03	-8.13452026e-18
0.0003520166829 	3.72176228e-03	-8.17364721e-18
0.0003520238381 	3.87269161e-03	-8.25975363e-18
0.0003520309764 	3.96637002e-03	-8.33199767e-18
0.0003520380945 	3.64393423e-03	-8.36878193e-18
0.0003520451905 	3.68803410e-03	-8.44274556e-18
0.0003520522593 	3.77222330e-03	-8.63281207e-18
0.000352059298  	3.70802682e-03	-8.71135489e-18
0.0003520663038 	3.65870511e-03	-8.68798737e-18
0.0003520732801 	3.57781432e-03	-8.70626261e-18
0.0003520802523 	3.52988818e-03	-8.70034942e-18
0.0003520872786 	3.46632439e-03	-8.65318402e-18
0.0003520942936 	3.51895090e-03	-8.55887758e-18
0.00035210135   	3.12398059e-03	-8.42076499e-18
0.0003521084767 	3.07843714e-03	-8.40791368e-18
0.0003521155749 	3.12563760e-03	-8.39057443e-18
0.0003521226459 	3.11701438e-03	-8.45421736e-18
0.0003521297022 	3.24010611e-03	-8.37418761e-18
0.0003521367763 	3.17919210e-03	-8.19051017e-18
0.0003521438756 	3.20156478e-03	-8.12718894e-18
0.0003521510579 	3.20599868e-03	-8.28647084e-18
0.0003521582771 	3.17632990e-03	-8.30270314e-18
0.0003521654746 	3.14549490e-03	-8.30721193e-18
0.0003521726462 	3.26709362e-03	-8.33727561e-18
0.0003521797889 	3.26554700e-03	-8.48471216e-18
0.0003521869018 	3.23586604e-03	-8.67680876e-18
0.0003521939937 	3.25919714e-03	-8.53289402e-18
0.0003522010939 	3.24947516e-03	-8.57867147e-18
0.0003522082655 	3.24716726e-03	-8.71477241e-18
0.0003522155387 	3.23021214e-03	-8.85061299e-18
0.0003522227525 	3.34312908e-03	-8.82909315e-18
0.000352229908  	3.44162007e-03	-8.91005895e-18
0.0003522370272 	3.39534981e-03	-8.71589849e-18
0.0003522441742 	3.45011658e-03	-8.70585562e-18
0.0003522514352 	3.57131422e-03	-8.79524773e-18
0.0003522586753 	3.73703994e-03	-8.85017604e-18
0.0003522658903 	3.93433024e-03	-8.89724091e-18
0.0003522740695 	3.77853449e-03	-8.74236673e-18
0.0003522832317 	3.90355427e-03	-8.57111887e-18
0.0003522930784 	4.01235228e-03	-8.55132966e-18
0.0003523027946 	4.02303273e-03	-8.38868810e-18
0.0003523126903 	3.90626985e-03	-8.57736204e-18
0.0003523226418 	3.82250458e-03	-8.43977567e-18
0.0003523325911 	4.04439174e-03	-8.36920829e-18
0.0003523424235 	4.03416272e-03	-8.23637832e-18
0.0003523523007 	4.12834265e-03	-8.21235160e-18
0.0003523621535 	3.89136466e-03	-8.24536770e-18
0.0003523721341 	3.90867456e-03	-8.29392010e-18
0.0003523821907 	3.89102499e-03	-8.23559050e-18
0.0003523922899 	3.78302649e-03	-8.14674874e-18
0.000352402372  	3.82983741e-03	-8.13756240e-18
0.0003524123443 	3.91286440e-03	-8.08985430e-18
0.000352422205  	3.87443238e-03	-8.02243476e-18
0.0003524319485 	3.88237750e-03	-8.18068622e-18
0.000352441566  	4.02371271e-03	-8.24966751e-18
0.0003524512167 	3.99702802e-03	-8.30462863e-18
0.0003524610469 	3.71341295e-03	-8.23333228e-18
0.0003524709447 	3.68412568e-03	-8.22182554e-18
0.0003524807688 	3.74163834e-03	-8.23709034e-18
0.000352490681  	3.62494375e-03	-8.21004103e-18
0.0003525004546 	3.58255977e-03	-8.31394493e-18
0.0003525100563 	3.51840354e-03	-8.24012076e-18
0.0003525194976 	3.61461823e-03	-8.29722223e-18
0.0003525287966 	3.58576627e-03	-8.29685953e-18
0.0003525379804 	3.58306832e-03	-8.19563511e-18
0.0003525471165 	3.62812533e-03	-8.08999368e-18
0.0003525563235 	3.57977494e-03	-8.18063531e-18
0.0003525653432 	3.55345390e-03	-8.14248535e-18
0.0003525742128 	3.56082691e-03	-7.99255714e-18
0.0003525829954 	3.63355567e-03	-7.94053593e-18
0.0003525917601 	3.57039138e-03	-8.04530973e-18
0.0003526008421 	3.52520830e-03	-7.93567545e-18
0.00035261036   	3.54574980e-03	-7.96428321e-18
0.0003526197758 	3.52874943e-03	-7.92285008e-18
0.0003526290045 	3.52507704e-03	-7.86726602e-18
0.0003526380224 	3.61281722e-03	-7.94277796e-18
0.0003526468029 	3.67530876e-03	-7.79563134e-18
0.0003526553135 	3.68722663e-03	-7.91940224e-18
0.0003526632679 	3.65237660e-03	-7.88762702e-18
0.0003526708249 	3.67539890e-03	-7.89038888e-18
0.0003526782983 	3.76508564e-03	-7.88869516e-18
0.0003526866635 	3.78282513e-03	-7.94245466e-18
0.0003526954873 	3.82785708e-03	-7.98519892e-18
0.0003527048471 	3.85075188e-03	-7.92156208e-18
0.0003527140808 	3.93516496e-03	-7.93569991e-18
0.000352723881  	3.92995917e-03	-7.73468547e-18
0.0003527341741 	4.00582999e-03	-7.64501561e-18
0.0003527444919 	4.01509970e-03	-7.64934654e-18
0.0003527547071 	3.95217478e-03	-7.80444518e-18
0.0003527648871 	3.85687666e-03	-7.76207554e-18
0.0003527749222 	3.90773355e-03	-7.67240274e-18
0.0003527847158 	3.69504448e-03	-7.69400850e-18
0.00035279411   	3.70797978e-03	-7.59974176e-18
0.00035280298   	3.66633413e-03	-7.52122732e-18
0.0003528111967 	3.76218592e-03	-7.49213259e-18
0.0003528187145 	3.77277594e-03	-7.43087686e-18
0.0003528258308 	3.90562038e-03	-7.62538717e-18
0.0003528339252 	3.85075864e-03	-7.73829184e-18
0.0003528429869 	3.89239738e-03	-7.72715693e-18
0.000352852597  	4.00210184e-03	-7.69688260e-18
0.0003528618982 	3.88853827e-03	-7.72359233e-18
0.0003528710264 	3.63878354e-03	-7.68633536e-18
0.0003528800394 	3.66691396e-03	-7.65811301e-18
0.0003528889451 	3.70536463e-03	-7.65797869e-18
0.0003528981375 	3.86417460e-03	-7.58566174e-18
0.0003529074961 	3.77974442e-03	-7.60600436e-18
0.0003529162461 	3.85917912e-03	-7.51138059e-18
0.0003529242196 	3.94280542e-03	-7.65333631e-18
0.0003529319395 	4.02441246e-03	-7.66263853e-18
0.0003529406204 	4.05283033e-03	-7.70390683e-18
0.0003529502875 	4.01285906e-03	-7.65174603e-18
0.0003529600549 	4.04759892e-03	-7.59593892e-18
0.0003529696569 	3.95210397e-03	-7.75799551e-18
0.0003529790761 	4.02674228e-03	-7.79720827e-18
0.0003529887712 	3.83090040e-03	-7.73494723e-18
0.0003529983011 	3.63792167e-03	-7.82167121e-18
0.0003530081136 	3.27222855e-03	-7.67175690e-18
0.0003530182828 	3.31640940e-03	-7.43731436e-18
0.0003530284103 	3.19769477e-03	-7.24435333e-18
0.0003530384901 	3.32999512e-03	-7.27645149e-18
0.0003530485203 	3.34016792e-03	-7.30237454e-18
0.0003530584994 	3.27702030e-03	-7.13922135e-18
0.0003530684152 	3.21890998e-03	-7.08096254e-18
0.0003530781763 	3.26840851e-03	-7.21360471e-18
0.000353086983  	3.25277079e-03	-7.24866540e-18
0.000353094741  	3.31989818e-03	-7.25911224e-18
0.0003531030783 	3.41561307e-03	-7.27910345e-18
0.000353112374  	3.42257562e-03	-7.14122704e-18
0.0003531217347 	3.30801712e-03	-7.19575856e-18
0.0003531308674 	3.28502860e-03	-7.36560501e-18
0.000353139853  	3.33752139e-03	-7.26915461e-18
0.0003531490036 	3.38299101e-03	-7.28929853e-18
0.0003531580325 	3.33001236e-03	-7.25929148e-18
0.0003531669992 	3.38959044e-03	-7.38419667e-18
0.0003531757026 	3.42703394e-03	-7.39117807e-18
0.0003531841243 	3.52445260e-03	-7.43957104e-18
0.0003531924147 	3.52483842e-03	-7.40996786e-18
0.0003532008713 	3.50148915e-03	-7.56060711e-18
0.0003532093633 	3.46727294e-03	-7.68441507e-18
0.0003532177804 	3.56922089e-03	-7.57764783e-18
0.0003532261448 	3.65032324e-03	-7.42846355e-18
0.0003532344868 	3.63229725e-03	-7.37828190e-18
0.000353242913  	3.60198360e-03	-7.35719293e-18
0.0003532513499 	3.66766240e-03	-7.45656922e-18
0.0003532607353 	3.61097748e-03	-7.45283627e-18
0.0003532703268 	3.53238937e-03	-7.33865636e-18
0.0003532800077 	3.64625075e-03	-7.37932512e-18
0.0003532897715 	3.55314128e-03	-7.40753894e-18
0.0003532996343 	3.51643596e-03	-7.26439192e-18
0.0003533095939 	3.25823835e-03	-7.38722919e-18
0.0003533196543 	3.35483536e-03	-7.37346401e-18
0.0003533298376 	3.35315105e-03	-7.32932531e-18
0.000353340172  	3.34175615e-03	-7.39998615e-18
0.0003533506857 	3.38893960e-03	-7.39057759e-18
0.0003533613655 	3.46179623e-03	-7.26594337e-18
0.0003533721415 	3.55722177e-03	-7.22375012e-18
0.0003533835952 	3.38654762e-03	-7.16921844e-18
0.000353394847  	3.38369604e-03	-7.23620067e-18
0.0003534060772 	3.12295010e-03	-7.26944274e-18
0.0003534172777 	3.03276597e-03	-7.20730521e-18
0.0003534284379 	2.96433805e-03	-7.16316482e-18
0.0003534395555 	2.84853875e-03	-7.12828994e-18
0.0003534506228 	2.80699256e-03	-7.22027621e-18
0.0003534616352 	2.90871129e-03	-7.12240140e-18
0.000353472588  	2.86278087e-03	-7.02353044e-18
0.0003534834742 	2.81452047e-03	-7.04524819e-18
0.000353494292  	2.85842972e-03	-7.00991901e-18
0.0003535050348 	2.81970991e-03	-7.08595331e-18
0.0003535156963 	2.97517479e-03	-7.00239541e-18
0.0003535262706 	3.01564711e-03	-6.88645025e-18
0.000353536747  	3.11064986e-03	-6.96949490e-18
0.0003535471183 	3.17034729e-03	-6.93137270e-18
0.0003535573773 	3.24753165e-03	-6.85661728e-18
0.0003535675132 	3.33869952e-03	-6.85881640e-18
0.0003535787805 	3.36975307e-03	-6.78715237e-18
0.0003535900807 	3.43629318e-03	-6.94442586e-18
0.0003536012746 	3.51567699e-03	-7.02543131e-18
0.0003536123325 	3.59504290e-03	-6.95068184e-18
0.0003536232729 	3.75200717e-03	-7.07036774e-18
0.0003536340482 	3.72166368e-03	-7.10313625e-18
0.000353644796  	3.60632049e-03	-7.11112352e-18
0.0003536550357 	3.64310995e-03	-7.18233236e-18
0.0003536649026 	3.44977073e-03	-7.20097795e-18
0.0003536745078 	3.36219654e-03	-7.23666187e-18
0.0003536840339 	3.38417414e-03	-7.26245679e-18
0.0003536943653 	3.42239087e-03	-7.18341408e-18
0.0003537051366 	3.46210307e-03	-7.12443558e-18
0.0003537161121 	3.57220168e-03	-7.05653954e-18
0.0003537272488 	3.60746187e-03	-7.05037139e-18
0.0003537385156 	3.40624002e-03	-6.93184045e-18
0.000353749882  	3.44077727e-03	-6.95714019e-18
0.0003537613244 	3.30497105e-03	-7.07718594e-18
0.0003537728237 	3.11001406e-03	-7.17903442e-18
0.0003537843632 	3.12745744e-03	-7.17797847e-18
0.0003537959316 	3.15341592e-03	-7.07037494e-18
0.0003538075145 	3.18450358e-03	-6.93493106e-18
0.0003538191031 	3.31797160e-03	-6.85475896e-18
0.0003538306889 	3.31222123e-03	-6.80933747e-18
0.0003538422631 	3.25915528e-03	-6.64936668e-18
0.0003538538169 	3.30936371e-03	-6.67200143e-18
0.0003538653448 	3.32885912e-03	-6.69888973e-18
0.0003538768383 	3.28889136e-03	-6.61173472e-18
0.0003538882889 	3.33540125e-03	-6.65970837e-18
0.0003538996914 	3.21906494e-03	-6.59376649e-18
0.0003539110406 	2.98137780e-03	-6.85574901e-18
0.0003539223286 	2.97872469e-03	-6.87407195e-18
0.0003539335479 	2.97749712e-03	-6.90925722e-18
0.0003539446885 	2.80922674e-03	-6.96793694e-18
0.0003539557489 	2.83982680e-03	-7.08092015e-18
0.0003539666315 	2.84111368e-03	-6.91719507e-18
0.000353977127  	2.79518879e-03	-6.97972111e-18
0.0003539872575 	2.79892997e-03	-6.82486195e-18
0.0003539969833 	2.76308913e-03	-6.96385034e-18
0.0003540062862 	2.74005651e-03	-6.89712413e-18
0.0003540151482 	2.73494302e-03	-6.89166292e-18
0.0003540237887 	2.84112569e-03	-7.00917830e-18
0.0003540331316 	2.82753641e-03	-7.01843574e-18
0.0003540435266 	2.84843458e-03	-7.02394430e-18
0.0003540545421 	2.88089915e-03	-6.98244141e-18
0.0003540656534 	2.91379533e-03	-6.85493060e-18
0.0003540767809 	3.01116668e-03	-6.72809225e-18
0.0003540878735 	3.02767589e-03	-6.94654926e-18
0.0003540988942 	2.93528407e-03	-6.85214983e-18
0.0003541097712 	2.93855432e-03	-6.72166505e-18
0.0003541205335 	2.80191979e-03	-6.70999146e-18
0.0003541315068 	2.82778842e-03	-6.81302265e-18
0.0003541421294 	2.91811107e-03	-6.66381141e-18
0.0003541524531 	2.92533837e-03	-6.66049430e-18
0.0003541624373 	2.91928959e-03	-6.57199044e-18
0.0003541720489 	2.87878327e-03	-6.56491818e-18
0.0003541812495 	2.89108695e-03	-6.63717473e-18
0.0003541899985 	2.93600755e-03	-6.54658764e-18
0.0003541999012 	3.04799990e-03	-6.45658282e-18
0.000354211007  	3.16647544e-03	-6.42618715e-18
0.0003542233757 	3.26184342e-03	-6.50358232e-18
0.0003542363473 	3.18877308e-03	-6.31241983e-18
0.0003542495967 	3.15971680e-03	-6.24375121e-18
0.0003542630606 	3.25651097e-03	-6.25681817e-18
0.0003542758865 	3.36578026e-03	-6.07462417e-18
0.0003542884965 	3.29047122e-03	-5.94335281e-18
0.0003543013549 	3.34780391e-03	-5.91746762e-18
0.0003543139684 	3.35445827e-03	-5.92657738e-18
0.0003543265541 	3.38734757e-03	-5.82010681e-18
0.0003543390674 	3.45628511e-03	-5.84330518e-18
0.0003543514416 	3.58895690e-03	-5.90544098e-18
0.0003543635693 	3.61582405e-03	-5.95134232e-18
0.000354375636  	3.66372769e-03	-5.85653862e-18
0.0003543876046 	3.87013501e-03	-5.91905815e-18
0.0003543992732 	3.92210440e-03	-6.02683070e-18
0.0003544108031 	3.69513098e-03	-5.93254682e-18
0.0003544225529 	3.69912757e-03	-5.98585675e-18
0.0003544344748 	3.65219290e-03	-6.12092791e-18
0.0003544465291 	3.69934486e-03	-6.12204984e-18
0.0003544586832 	3.54198857e-03	-6.07357004e-18
0.0003544709091 	3.48724832e-03	-6.14872579e-18
0.0003544831877 	3.55271042e-03	-6.19368656e-18
0.0003544954995 	3.66060643e-03	-6.31019039e-18
0.0003545078314 	3.77413875e-03	-6.23855989e-18
0.0003545203052 	3.90526797e-03	-5.94897138e-18
0.0003545316355 	3.99326315e-03	-6.11043466e-18
0.0003545428539 	4.07423484e-03	-6.08370264e-18
0.000354553906  	4.00660280e-03	-6.13847436e-18
0.0003545651829 	3.87481885e-03	-6.08014995e-18
0.0003545766304 	3.90491968e-03	-6.23138927e-18
0.0003545882002 	3.90617574e-03	-6.17390743e-18
0.0003545998563 	3.81193825e-03	-6.15036317e-18
0.0003546115634 	3.80414039e-03	-6.18850179e-18
0.0003546232977 	3.77075633e-03	-6.22675783e-18
0.0003546350381 	3.72527288e-03	-6.13558223e-18
0.0003546467664 	3.75378428e-03	-6.14886757e-18
0.0003546584644 	3.91125893e-03	-6.17619380e-18
0.0003546693507 	3.88873322e-03	-6.02331110e-18
0.0003546804557 	3.77144094e-03	-5.99421853e-18
0.0003546916874 	3.79350261e-03	-5.86053503e-18
0.0003547029806 	3.84221338e-03	-5.95548462e-18
0.0003547142737 	3.91383096e-03	-5.79509302e-18
0.000354724857  	4.12876034e-03	-5.67813227e-18
0.0003547349902 	4.02225731e-03	-5.59138443e-18
0.000354745067  	3.90837329e-03	-5.55709670e-18
0.0003547555451 	3.72383458e-03	-5.61651550e-18
0.0003547662589 	3.82259598e-03	-5.55571623e-18
0.0003547770546 	3.84369624e-03	-5.51520206e-18
0.0003547878245 	3.97951114e-03	-5.65540921e-18
0.0003547984452 	3.88293499e-03	-5.80890239e-18
0.0003548085506 	3.95001005e-03	-5.85198702e-18
0.0003548177658 	3.95084587e-03	-5.98443852e-18
0.0003548258528 	3.82206939e-03	-5.93052927e-18
0.000354834464  	3.81133902e-03	-5.95846964e-18
0.0003548440737 	3.89379940e-03	-6.12886728e-18
0.0003548548123 	3.93074594e-03	-6.12416274e-18
0.0003548668286 	3.82225744e-03	-6.16974448e-18
0.0003548797386 	3.80482783e-03	-6.07643587e-18
0.0003548927565 	3.69661991e-03	-6.07488191e-18
0.0003549058539 	3.61251155e-03	-5.97974312e-18
0.0003549190123 	3.63995964e-03	-5.92529706e-18
0.0003549322171 	3.85505948e-03	-5.93607839e-18
0.0003549454257 	3.81920577e-03	-5.83644762e-18
0.0003549585535 	3.63550849e-03	-5.68703666e-18
0.000354971907  	3.56015512e-03	-5.62635934e-18
0.0003549853683 	3.60316931e-03	-5.51989646e-18
0.0003549989147 	3.68239208e-03	-5.68586552e-18
0.0003550125349 	3.57933483e-03	-5.75718435e-18
0.0003550261551 	3.57284666e-03	-5.77633259e-18
0.0003550397711 	3.53128895e-03	-5.75918925e-18
0.0003550533913 	3.12741946e-03	-5.62814141e-18
0.0003550670198 	3.21792181e-03	-5.72977090e-18
0.0003550806731 	3.37480068e-03	-5.59702599e-18
0.0003550943513 	3.38518819e-03	-5.51814290e-18
0.0003551080504 	3.33432714e-03	-5.48096627e-18
0.000355121762  	3.25366542e-03	-5.49174426e-18
0.0003551354779 	3.11635570e-03	-5.52415623e-18
0.0003551491895 	3.12919834e-03	-5.53426216e-18
0.0003551628928 	3.12923528e-03	-5.46398270e-18
0.0003551765919 	3.14693167e-03	-5.48048103e-18
0.0003551902826 	3.12052632e-03	-5.39270044e-18
0.000355203965  	3.14872449e-03	-5.51987602e-18
0.0003552176432 	3.13796968e-03	-5.45379535e-18
0.0003552313172 	3.20859271e-03	-5.46461339e-18
0.0003552449828 	3.18509114e-03	-5.43970407e-18
0.0003552586193 	3.19334651e-03	-5.55790525e-18
0.0003552722103 	3.15689033e-03	-5.60906316e-18
0.0003552857559 	3.26580741e-03	-5.77117140e-18
0.0003552992525 	3.18621480e-03	-5.63840076e-18
0.0003553126964 	3.26496697e-03	-5.74508744e-18
0.0003553264845 	3.25982650e-03	-5.74288845e-18
0.0003553402598 	3.10991432e-03	-5.89621659e-18
0.0003553543171 	3.11711747e-03	-6.00569922e-18
0.000355368549  	3.12453484e-03	-6.00070313e-18
0.0003553828769 	2.94457686e-03	-5.89124605e-18
0.0003553972418 	3.22303449e-03	-5.78494630e-18
0.0003554109278 	3.35306286e-03	-5.74554841e-18
0.0003554243058 	3.22744297e-03	-5.57917821e-18
0.0003554378836 	3.24634540e-03	-5.58510361e-18
0.0003554515655 	3.30321825e-03	-5.50183223e-18
0.0003554648358 	3.35680511e-03	-5.42448699e-18
0.0003554779383 	3.62202109e-03	-5.46311971e-18
0.0003554902168 	3.52248251e-03	-5.46274337e-18
0.000355502492  	3.60889651e-03	-5.41724345e-18
0.0003555146931 	3.62298995e-03	-5.36391207e-18
0.0003555268112 	3.55510021e-03	-5.30186836e-18
0.0003555383807 	3.66296657e-03	-5.31816618e-18
0.0003555504989 	3.70077036e-03	-5.22462140e-18
0.0003555631194 	3.70381521e-03	-5.17504066e-18
0.000355576105  	3.91231059e-03	-5.12294462e-18
0.0003555886542 	3.84807924e-03	-5.01715574e-18
0.0003556017781 	3.63502138e-03	-5.09829823e-18
0.0003556147562 	3.36732972e-03	-5.22827432e-18
0.0003556273585 	3.33844041e-03	-5.09613943e-18
0.0003556393836 	3.23244444e-03	-5.02575997e-18
0.0003556512989 	3.36284042e-03	-4.93631176e-18
0.0003556645889 	3.46185506e-03	-5.07782484e-18
0.0003556783406 	3.39568212e-03	-5.06010143e-18
0.0003556920837 	3.20562363e-03	-5.09769993e-18
0.0003557058141 	3.20319741e-03	-5.09124764e-18
0.000355719536  	3.10519739e-03	-5.26287562e-18
0.0003557329016 	3.19382158e-03	-5.19815128e-18
0.0003557466066 	3.23905074e-03	-5.27004687e-18
0.0003557603073 	3.50244271e-03	-5.31300620e-18
0.0003557740166 	3.18827951e-03	-5.29440661e-18
0.0003557876666 	3.04162538e-03	-5.37789877e-18
0.0003558011706 	3.08155186e-03	-5.36016710e-18
0.000355814712  	3.16605812e-03	-5.23726256e-18
0.0003558281872 	3.00084172e-03	-5.34798579e-18
0.000355841683  	3.05777447e-03	-5.28197781e-18
0.0003558554181 	2.95316303e-03	-5.39745766e-18
0.0003558691446 	3.02263476e-03	-5.25944904e-18
0.0003558828159 	3.01184318e-03	-5.24097078e-18
0.0003558964787 	2.91853756e-03	-5.39638804e-18
0.0003559101331 	2.92818342e-03	-5.44982233e-18
0.0003559238426 	3.05345842e-03	-5.33919154e-18
0.0003559376726 	3.11101370e-03	-5.22709154e-18
0.0003559514636 	3.22418737e-03	-5.35388193e-18
0.0003559652159 	3.34832544e-03	-5.36680464e-18
0.0003559800674 	3.42988519e-03	-5.29805972e-18
0.0003559946871 	3.47685723e-03	-5.34556795e-18
0.0003560091198 	3.46930837e-03	-5.33304084e-18
0.0003560235383 	3.42779292e-03	-5.26124748e-18
0.0003560384103 	3.53634173e-03	-5.26347109e-18
0.0003560525595 	3.40506883e-03	-5.10411881e-18
0.0003560671358 	3.25107356e-03	-5.04974968e-18
0.0003560820132 	3.16667602e-03	-5.04790325e-18
0.0003560971001 	3.02569368e-03	-4.90042341e-18
0.000356112323  	3.01882684e-03	-4.78656363e-18
0.0003561276362 	3.23411363e-03	-4.83995368e-18
0.0003561429977 	3.29510907e-03	-5.02923051e-18
0.0003561583753 	3.18202898e-03	-4.94573761e-18
0.0003561737475 	3.05225917e-03	-5.00330387e-18
0.0003561890929 	3.04342353e-03	-4.97628757e-18
0.0003562044007 	3.22028002e-03	-5.02557032e-18
0.0003562196445 	3.04531247e-03	-4.98055567e-18
0.0003562348144 	3.09764442e-03	-5.15603973e-18
0.0003562498955 	3.02966595e-03	-5.03073792e-18
0.0003562648579 	3.05981098e-03	-5.28125734e-18
0.0003562796783 	3.13356609e-03	-5.26987598e-18
0.0003562943201 	3.13616166e-03	-5.09920050e-18
0.0003563086828 	3.26230593e-03	-5.19269699e-18
0.0003563231741 	3.46193556e-03	-5.14343674e-18
0.0003563366838 	3.63702311e-03	-4.97344016e-18
0.0003563494508 	3.61141908e-03	-5.09433679e-18
0.0003563621732 	3.88509927e-03	-5.17279586e-18
0.0003563740637 	3.88168151e-03	-5.18805134e-18
0.0003563863216 	3.91564209e-03	-5.25348037e-18
0.0003563989632 	4.07944003e-03	-5.29945033e-18
0.0003564114242 	3.89421218e-03	-5.33010376e-18
0.0003564245375 	3.65827226e-03	-5.14587157e-18
0.0003564377342 	3.38491392e-03	-5.11639263e-18
0.0003564509911 	3.39435831e-03	-5.12848022e-18
0.0003564642845 	3.44232357e-03	-4.89145846e-18
0.0003564776063 	3.20464812e-03	-4.93077697e-18
0.0003564909567 	3.10026521e-03	-5.04233049e-18
0.0003565043565 	2.92285717e-03	-5.17833154e-18
0.0003565178101 	2.91664239e-03	-5.14676015e-18
0.0003565304393 	2.76434786e-03	-4.95091914e-18
0.0003565428062 	2.75377012e-03	-5.03172472e-18
0.000356556298  	2.67710032e-03	-4.98753425e-18
0.0003565697564 	2.75454191e-03	-5.03511690e-18
0.0003565831898 	2.75217361e-03	-4.88674121e-18
0.0003565966274 	2.75917153e-03	-4.85784115e-18
0.0003566101403 	2.76739139e-03	-4.69371834e-18
0.0003566237592 	2.76594943e-03	-4.51768208e-18
0.000356637327  	2.82126585e-03	-4.69824841e-18
0.0003566508356 	2.70311915e-03	-4.60730889e-18
0.0003566642814 	2.76861128e-03	-4.79316326e-18
0.0003566776607 	2.81261782e-03	-4.72115664e-18
0.0003566909866 	2.88374623e-03	-4.73518609e-18
0.0003567042961 	2.95545680e-03	-4.66194018e-18
0.0003567176754 	2.88690968e-03	-4.73659527e-18
0.0003567312308 	2.82262437e-03	-4.65781143e-18
0.0003567450724 	2.83489467e-03	-4.78078535e-18
0.0003567588786 	2.89508721e-03	-4.70943942e-18
0.0003567726409 	2.76200904e-03	-4.53504308e-18
0.0003567863552 	2.76085658e-03	-4.63139315e-18
0.0003568000131 	2.78069602e-03	-4.66088490e-18
0.0003568136108 	2.78732232e-03	-4.75621599e-18
0.0003568271446 	2.71512485e-03	-4.82582572e-18
0.0003568406235 	2.70557382e-03	-4.78946222e-18
0.000356854094  	2.76420329e-03	-4.89201893e-18
0.0003568676576 	2.80561314e-03	-4.75989006e-18
0.000356881394  	2.90336750e-03	-4.66192369e-18
0.0003568953936 	2.84637896e-03	-4.68005766e-18
0.0003569093931 	2.92786244e-03	-4.66424775e-18
0.0003569233927 	2.77268432e-03	-4.76030740e-18
0.0003569373922 	2.79349385e-03	-4.75008386e-18
0.0003569513872 	2.84540807e-03	-4.62976403e-18
0.0003569653822 	2.84624298e-03	-4.61134555e-18
0.0003569793772 	2.96390621e-03	-4.40742215e-18
0.0003569933722 	2.94258889e-03	-4.49043709e-18
0.0003570073672 	2.98104975e-03	-4.63416829e-18
0.0003570213622 	3.01770865e-03	-4.80753078e-18
0.0003570353572 	2.83542255e-03	-4.85073252e-18
0.0003570493522 	2.99694712e-03	-4.87980600e-18
0.0003570633472 	2.85834845e-03	-4.89128848e-18
0.0003570773422 	2.69615399e-03	-5.03132828e-18
0.0003570913372 	2.76860595e-03	-4.92579880e-18
0.0003571053322 	2.82099421e-03	-5.12005127e-18
0.0003571193272 	2.87508481e-03	-4.99981722e-18
0.0003571333222 	2.86691380e-03	-5.03548701e-18
0.0003571473126 	2.80912557e-03	-5.01133117e-18
0.0003571612575 	2.69216699e-03	-4.85118616e-18
0.0003571748787 	2.75046415e-03	-4.80751513e-18
0.0003571880801 	2.77181841e-03	-4.85226131e-18
0.0003572007915 	2.84253811e-03	-4.80104739e-18
0.0003572153589 	2.87459959e-03	-4.88463784e-18
0.0003572317893 	2.92543251e-03	-4.87401266e-18
0.0003572500585 	3.06945825e-03	-4.81228207e-18
0.0003572679455 	2.94219154e-03	-4.92274913e-18
0.0003572861526 	2.93855748e-03	-5.03814936e-18
0.0003573042978 	2.82899815e-03	-4.99407986e-18
0.0003573223433 	2.82685054e-03	-5.03312772e-18
0.0003573403204 	2.87058737e-03	-5.05666791e-18
0.0003573582673 	2.80721298e-03	-5.11823749e-18
0.0003573761689 	2.77446650e-03	-5.06452966e-18
0.0003573940106 	2.85541506e-03	-4.77403917e-18
0.0003574125592 	2.91437278e-03	-4.80787052e-18
0.0003574304606 	2.73243655e-03	-4.95284207e-18
0.0003574491642 	2.74256965e-03	-4.95510576e-18
0.0003574682282 	2.94796368e-03	-5.02575729e-18
0.0003574852138 	3.03795532e-03	-5.00310736e-18
0.0003575016478 	3.02377249e-03	-5.16950886e-18
0.0003575183597 	3.21190462e-03	-5.17072495e-18
0.000357535685  	3.50315571e-03	-5.19778051e-18
0.0003575518311 	3.56015617e-03	-5.34129156e-18
0.0003575676287 	3.41001415e-03	-5.35097294e-18
0.0003575837443 	2.98580690e-03	-5.42493831e-18
0.0003575999647 	3.02368708e-03	-5.27203388e-18
