# interfaceEnergyFluxes 
# Time          	energyFlux_Liquid	energyFlux_Gas  
4.30698533e-05  	2.11490869e-05	3.14714400e-20
4.35827375e-05  	2.11751676e-05	9.91479299e-20
4.409562171e-05 	2.11950345e-05	5.31366680e-20
4.460850591e-05 	2.12027027e-05	-3.04178708e-20
4.512139012e-05 	2.12074855e-05	8.16837664e-22
4.563911285e-05 	2.12047791e-05	-4.42576749e-21
4.616181369e-05 	2.12229028e-05	5.97380232e-20
4.668963905e-05 	2.12218232e-05	2.04705622e-19
4.721228964e-05 	2.12724988e-05	1.58212053e-20
4.773494024e-05 	2.13005183e-05	6.65055554e-20
4.826825718e-05 	2.13322969e-05	8.42993206e-20
4.880157411e-05 	2.13777250e-05	7.46558965e-20
4.933489105e-05 	2.14048462e-05	1.15065159e-19
4.986820799e-05 	2.14224869e-05	8.17673488e-20
5.040152492e-05 	2.14442139e-05	1.29589555e-19
5.093484186e-05 	2.14579469e-05	1.35508811e-19
5.146815879e-05 	2.14786493e-05	1.05001239e-19
5.199567881e-05 	2.14939247e-05	1.34378675e-19
5.252319882e-05 	2.15040314e-05	5.81994724e-20
5.306270793e-05 	2.15106366e-05	1.82960245e-20
5.360849039e-05 	2.15459350e-05	4.04948297e-20
5.414792655e-05 	2.15801891e-05	7.42231271e-20
5.468109019e-05 	2.16206559e-05	1.02860276e-19
5.521425384e-05 	2.16533369e-05	1.79654079e-19
5.574741748e-05 	2.16853210e-05	1.24260880e-19
5.629374566e-05 	2.17182737e-05	1.16571736e-19
5.682674876e-05 	2.17417261e-05	1.51959070e-19
5.735975187e-05 	2.17603864e-05	1.51999200e-19
5.789275497e-05 	2.17871272e-05	7.96310686e-20
5.841909553e-05 	2.18095604e-05	1.05088469e-19
5.894543609e-05 	2.18399240e-05	1.46502533e-19
5.947861225e-05 	2.18310700e-05	9.30130213e-20
6.000486404e-05 	2.18641758e-05	5.36032095e-20
6.053111583e-05 	2.18929079e-05	6.81579812e-20
6.107178547e-05 	2.19111331e-05	6.27895159e-20
6.159784243e-05 	2.19433890e-05	-1.60573422e-20
6.212389938e-05 	2.19830536e-05	5.89983581e-20
6.265736558e-05 	2.20300760e-05	1.27484015e-19
6.318331818e-05 	2.20814490e-05	5.90579870e-20
6.370927078e-05 	2.21269656e-05	4.66120089e-20
6.422770977e-05 	2.21550942e-05	3.53769098e-20
6.474614876e-05 	2.21937687e-05	5.52022872e-20
6.526458775e-05 	2.22284933e-05	4.22620323e-21
6.578302674e-05 	2.22560643e-05	7.89562748e-20
6.630146572e-05 	2.22901512e-05	5.21451802e-20
6.681990471e-05 	2.23138935e-05	1.14118706e-19
6.73383437e-05  	2.23529154e-05	1.70846415e-19
6.785678269e-05 	2.23938147e-05	1.15375678e-19
6.837522168e-05 	2.24369449e-05	1.21130054e-19
6.889366067e-05 	2.24881876e-05	1.99226769e-20
6.941209966e-05 	2.25386796e-05	3.61954236e-21
6.9921898e-05   	2.25851571e-05	2.69776653e-20
7.0449584e-05   	2.26239500e-05	1.14212865e-19
7.095907393e-05 	2.26679758e-05	4.95983110e-20
7.146856386e-05 	2.27404328e-05	6.94603965e-21
7.197805379e-05 	2.28111518e-05	5.05636394e-20
7.248754372e-05 	2.28777337e-05	7.26363557e-20
7.299703365e-05 	2.29468046e-05	-5.85045125e-21
7.350652358e-05 	2.30228857e-05	-2.38222481e-21
7.403639311e-05 	2.30801052e-05	3.02885909e-20
7.455566525e-05 	2.31741305e-05	8.03083616e-20
7.507493739e-05 	2.32550695e-05	-2.16798956e-20
7.559420952e-05 	2.33428573e-05	-1.39845986e-20
7.610266349e-05 	2.34376439e-05	-9.09714521e-21
7.661111746e-05 	2.35814282e-05	2.75028483e-21
7.711957143e-05 	2.34948010e-05	-7.02264246e-20
7.763958117e-05 	2.32653041e-05	-1.62257221e-20
7.815959091e-05 	2.32063885e-05	6.73204567e-21
7.869228381e-05 	2.31966821e-05	-1.42634407e-20
7.922497672e-05 	2.31869663e-05	2.15480389e-20
7.975766962e-05 	2.31550046e-05	4.18924683e-20
8.029036253e-05 	2.31835689e-05	6.79923931e-20
8.082305543e-05 	2.31910169e-05	1.50824597e-19
8.135574834e-05 	2.32020202e-05	1.66881768e-19
8.188844124e-05 	2.32041014e-05	1.64983808e-19
8.242113415e-05 	2.32159472e-05	5.88957113e-20
8.295382705e-05 	2.32216601e-05	2.41482155e-20
8.348651996e-05 	2.32187947e-05	1.82374841e-20
8.401921286e-05 	2.32125046e-05	3.26009609e-20
8.455190577e-05 	2.31865654e-05	8.16492797e-20
8.508459867e-05 	2.32140767e-05	1.35143948e-19
8.561729157e-05 	2.32338750e-05	1.46269510e-19
8.614998448e-05 	2.32472899e-05	1.59660321e-19
8.668267738e-05 	2.32569212e-05	7.15670314e-20
8.721537029e-05 	2.32677829e-05	5.68819869e-20
8.774806319e-05 	2.32664697e-05	9.82906336e-20
8.82807561e-05  	2.32656751e-05	1.49916837e-19
8.8813449e-05   	2.32668615e-05	1.94814309e-19
8.934614191e-05 	2.32659844e-05	1.61484265e-19
8.987883481e-05 	2.32664963e-05	1.03997197e-19
9.044112177e-05 	2.32550110e-05	8.06437532e-20
9.097217056e-05 	2.32712020e-05	1.53850243e-19
9.150321935e-05 	2.32824940e-05	2.35529532e-19
9.203426814e-05 	2.33084364e-05	1.95159940e-19
9.256531693e-05 	2.33385041e-05	1.74743225e-19
9.309636572e-05 	2.33677684e-05	2.15302386e-19
9.362741451e-05 	2.33873121e-05	1.40169949e-19
9.41584633e-05  	2.34036215e-05	1.29668348e-19
9.468951209e-05 	2.34109711e-05	1.16466462e-19
9.522056088e-05 	2.34119046e-05	1.15320541e-19
9.575160967e-05 	2.34238313e-05	9.73345684e-20
9.628265846e-05 	2.34486170e-05	7.37533359e-20
9.681370726e-05 	2.34685840e-05	7.55819413e-20
9.734475605e-05 	2.34915489e-05	6.83971580e-20
9.787580484e-05 	2.35210554e-05	6.64839711e-20
9.840685363e-05 	2.35287134e-05	2.20778931e-20
9.893790242e-05 	2.35729291e-05	2.10257566e-19
9.946895121e-05 	2.36079883e-05	9.68482339e-20
0.0001          	2.36479390e-05	6.70358176e-20
0.0001005347594 	2.36850391e-05	1.59120932e-19
0.0001010695187 	2.37172576e-05	2.20808358e-19
0.000101601403  	2.37598274e-05	2.47895045e-19
0.0001021332873 	2.37912403e-05	1.92071145e-19
0.0001026769913 	2.38170979e-05	1.80577122e-19
0.0001032176747 	2.38520856e-05	1.97327718e-19
0.0001037583581 	2.38792013e-05	2.61760676e-19
0.0001042990414 	2.39122631e-05	2.45814806e-19
0.0001048397248 	2.39567815e-05	1.95434161e-19
0.0001053804082 	2.39987876e-05	1.91015785e-19
0.0001059180195 	2.40475109e-05	1.83640368e-19
0.0001064556308 	2.40832714e-05	1.24122694e-19
0.0001069932422 	2.41366561e-05	1.04309206e-19
0.0001075501688 	2.41734900e-05	4.42724035e-20
0.0001080972093 	2.42342900e-05	1.72937431e-19
0.0001086442497 	2.43040624e-05	1.76590848e-19
0.0001091945855 	2.43750103e-05	1.19287034e-19
0.000109735094  	2.44458609e-05	1.73443747e-19
0.0001102723851 	2.45294752e-05	1.60832169e-19
0.000110806478  	2.46011609e-05	1.89814930e-19
0.000111340571  	2.46749006e-05	2.48832363e-19
0.0001118714657 	2.47524231e-05	1.96103713e-19
0.0001124023605 	2.48209833e-05	1.89671985e-19
0.0001129300571 	2.48936677e-05	1.68271506e-19
0.0001134577538 	2.49693862e-05	1.57134055e-19
0.0001139822522 	2.50420664e-05	2.37715502e-19
0.0001145067507 	2.51204491e-05	1.93956868e-19
0.000115028051  	2.51936185e-05	1.09137446e-19
0.0001155493513 	2.52229271e-05	6.54078044e-20
0.0001160804874 	2.48590234e-05	1.04099946e-19
0.0001166116236 	2.48020382e-05	1.12609233e-19
0.0001171427598 	2.47846786e-05	2.27617488e-19
0.0001176738959 	2.47505661e-05	1.36722780e-19
0.0001182191019 	2.47033635e-05	1.39562700e-19
0.0001187501467 	2.47016563e-05	1.84046726e-19
0.0001192811915 	2.47159105e-05	1.61793306e-19
0.0001198122363 	2.47194602e-05	5.58374984e-20
0.0001203432811 	2.47178716e-05	1.57084171e-20
0.0001208743259 	2.47113691e-05	9.18657511e-20
0.0001214053707 	2.46911053e-05	6.60992709e-20
0.000121940028  	2.46696288e-05	6.19075931e-20
0.0001224821111 	2.46388431e-05	6.04911197e-20
0.0001230167173 	2.46594922e-05	1.54369434e-19
0.0001235513234 	2.46713661e-05	1.67679523e-19
0.0001240859295 	2.46786998e-05	1.71753639e-19
0.0001246205357 	2.46901962e-05	1.90157962e-19
0.0001251667637 	2.46785554e-05	1.46277879e-19
0.0001257051323 	2.46817591e-05	4.44224901e-21
0.0001262396277 	2.46782232e-05	8.97346743e-20
0.0001267741232 	2.46757132e-05	-8.21071241e-20
0.0001273086186 	2.46804529e-05	3.74509151e-20
0.0001278551704 	2.46756978e-05	8.41303850e-20
0.0001283935646 	2.46803533e-05	1.26493085e-19
0.0001289486533 	2.46817342e-05	5.16112848e-20
0.0001294994389 	2.47320856e-05	1.11881244e-19
0.0001300459549 	2.47587309e-05	1.17368149e-19
0.0001305924708 	2.47898626e-05	1.82730443e-19
0.0001311477311 	2.48088466e-05	1.34987437e-19
0.0001316985492 	2.48386032e-05	1.39545153e-19
0.0001322583972 	2.48722069e-05	1.97564353e-19
0.0001328182451 	2.49006978e-05	1.44490630e-19
0.0001333780931 	2.49327117e-05	7.89206466e-20
0.0001339379411 	2.49478008e-05	2.28285019e-19
0.000134497789  	2.49644176e-05	2.48674290e-19
0.000135057637  	2.49687489e-05	2.10970751e-19
0.0001356174849 	2.49902561e-05	1.95866367e-19
0.0001361773329 	2.49983342e-05	3.52503312e-20
0.0001367371808 	2.50235508e-05	4.00885809e-20
0.0001372921179 	2.50470866e-05	1.76020844e-21
0.0001378470549 	2.50797284e-05	3.54378863e-20
0.0001384019919 	2.50955928e-05	1.71121278e-19
0.0001389671112 	2.51235028e-05	1.26980226e-19
0.000139527046  	2.51508992e-05	1.18841505e-19
0.0001400818437 	2.51833311e-05	7.60021726e-20
0.0001406366415 	2.52065294e-05	1.07518165e-19
0.0001411914392 	2.52378229e-05	1.14595416e-19
0.000141746237  	2.52542012e-05	1.18557496e-19
0.0001422958008 	2.52759337e-05	5.86416713e-20
0.0001428453646 	2.52998111e-05	9.83232716e-20
0.0001434057041 	2.53188168e-05	7.66646965e-20
0.0001439551633 	2.53632832e-05	9.03490062e-20
0.0001445046225 	2.54105586e-05	2.01250362e-20
0.0001450540817 	2.54585222e-05	6.43739124e-20
0.0001456147543 	2.54806140e-05	6.62000871e-20
0.0001461641002 	2.55393507e-05	1.68352698e-19
0.0001467078972 	2.55972388e-05	1.08901452e-19
0.0001472516942 	2.56377348e-05	-1.38181223e-20
0.0001477954911 	2.57009385e-05	-3.93710836e-20
0.0001483392881 	2.57692895e-05	-9.05872038e-20
0.0001488830851 	2.58334634e-05	-4.15682235e-20
0.0001494327293 	2.58883016e-05	3.68526941e-20
0.000149970679  	2.59491026e-05	-1.95007853e-20
0.0001505086287 	2.59910423e-05	2.40148317e-20
0.0001510465784 	2.60560740e-05	-1.75973160e-20
0.0001515845281 	2.61295461e-05	4.71149189e-20
0.0001521224777 	2.62029535e-05	1.18556994e-19
0.0001526544502 	2.62774785e-05	6.72528806e-20
0.0001531864227 	2.63315741e-05	3.26095929e-20
0.0001537183952 	2.64025366e-05	1.36633984e-19
0.0001542503676 	2.64844342e-05	1.16092422e-19
0.0001547823401 	2.65555025e-05	1.32180888e-19
0.0001553081268 	2.63842902e-05	5.19906611e-20
0.0001558531497 	2.61814631e-05	9.90113064e-20
0.0001563915259 	2.61344427e-05	1.27704354e-19
0.0001569366318 	2.61091828e-05	1.07804793e-19
0.0001574817378 	2.60647144e-05	1.42310127e-20
0.0001580268437 	2.60755265e-05	1.57294346e-19
0.0001585864858 	2.60926071e-05	2.35197089e-20
0.0001591461279 	2.61088034e-05	2.72560681e-20
0.0001597057699 	2.61128041e-05	-1.45217988e-19
0.000160265412  	2.61105450e-05	-1.12204631e-19
0.0001608250541 	2.61038137e-05	-1.23559108e-19
0.0001613928069 	2.60685670e-05	-8.42327611e-20
0.0001619605598 	2.60379061e-05	4.86430712e-20
0.0001625283126 	2.60597668e-05	2.82903396e-21
0.0001630875915 	2.60878968e-05	3.85536673e-21
0.0001636554747 	2.60947437e-05	1.76038731e-19
0.000164223358  	2.61087707e-05	9.13957764e-21
0.0001647912412 	2.61240924e-05	-6.63530753e-20
0.0001653591244 	2.61253334e-05	-1.27032888e-20
0.0001659270076 	2.61184396e-05	-1.07656355e-20
0.0001664948908 	2.61211410e-05	-1.76579080e-20
0.000167062774  	2.61184133e-05	-1.49160227e-20
0.0001676306572 	2.61212059e-05	-1.19139595e-19
0.0001681985404 	2.61182964e-05	1.04687018e-20
0.0001687767488 	2.61267857e-05	1.30711494e-20
0.0001693444442 	2.61514352e-05	-8.98852262e-21
0.0001699121397 	2.61804480e-05	-3.45358348e-20
0.0001704798352 	2.61980794e-05	-2.17160837e-20
0.0001710475307 	2.62126127e-05	1.21638655e-20
0.0001716265801 	2.62171216e-05	2.90933971e-20
0.0001721940485 	2.62308257e-05	4.93058537e-21
0.0001727615169 	2.62394985e-05	-5.26563797e-20
0.0001733289852 	2.62455992e-05	-1.69948113e-19
0.0001738964536 	2.62399700e-05	-2.09039528e-19
0.000174463922  	2.62313030e-05	-1.07140726e-19
0.0001750313904 	2.62218719e-05	1.89535713e-20
0.0001755988588 	2.62139897e-05	2.35216717e-20
0.0001761663272 	2.62379398e-05	-1.44014995e-20
0.0001767337956 	2.62506659e-05	-5.80209584e-21
0.000177301264  	2.62737554e-05	-6.48802123e-20
0.0001778687324 	2.63018347e-05	-9.78619927e-20
0.0001784362008 	2.63186341e-05	-3.44852077e-20
0.0001790190062 	2.63322136e-05	-3.50636105e-20
0.0001795860601 	2.63645920e-05	-1.12460569e-19
0.000180153114  	2.63828536e-05	-6.34470392e-20
0.0001807201679 	2.63986880e-05	-6.85088791e-20
0.0001812872218 	2.64259018e-05	-5.57079821e-20
0.0001818542757 	2.64569543e-05	-2.95203128e-20
0.0001824213295 	2.64984149e-05	-1.21026905e-19
0.0001829883834 	2.65330261e-05	-9.34149870e-20
0.0001835554373 	2.65750422e-05	-3.53074743e-20
0.0001841224912 	2.66314422e-05	-2.52035490e-20
0.0001846895451 	2.66405871e-05	9.87348029e-22
0.000185256599  	2.67025663e-05	-2.78672609e-20
0.0001858236529 	2.67693296e-05	-1.75126288e-19
0.0001863907067 	2.68221910e-05	-1.58730481e-19
0.0001869577606 	2.69099030e-05	-1.42570213e-19
0.0001875248145 	2.69731823e-05	-5.22106010e-20
0.0001880918684 	2.70444124e-05	-8.71588012e-20
0.0001886589223 	2.70999298e-05	-1.06413614e-19
0.0001892259762 	2.71457174e-05	-5.49237104e-21
0.0001897930301 	2.71942250e-05	-5.63754191e-20
0.0001903600839 	2.72703522e-05	5.53069100e-21
0.0001909271378 	2.73372132e-05	2.62966096e-20
0.0001914941917 	2.73932284e-05	-3.37428530e-20
0.0001920612456 	2.74441924e-05	-1.43806620e-19
0.0001926282995 	2.75114356e-05	-3.75365747e-20
0.0001931953534 	2.76201756e-05	-5.62439232e-20
0.0001937624073 	2.76582918e-05	-1.45407460e-19
0.0001943294611 	2.77327350e-05	-1.35439775e-19
0.000194896515  	2.78044336e-05	-5.12499503e-20
0.0001954635689 	2.78768759e-05	-8.15905261e-20
0.0001960306228 	2.80307202e-05	-1.09821368e-19
0.0001965976767 	2.76390811e-05	-1.82082666e-19
0.0001971647306 	2.75023968e-05	-1.09905331e-19
0.0001977317845 	2.74698489e-05	-1.24061801e-19
0.0001982988383 	2.74449632e-05	-1.23637838e-19
0.0001988658922 	2.74516306e-05	-7.19380443e-20
0.0001994329461 	2.74520998e-05	-3.65018397e-20
0.0002          	2.74642426e-05	-2.40729081e-20
0.0002005714286 	2.74740879e-05	-5.98501923e-20
0.0002011428571 	2.74502306e-05	-8.59688497e-21
0.0002017142857 	2.74276469e-05	-1.35670932e-19
0.0002022857143 	2.73922671e-05	-1.35608908e-19
0.0002028605042 	2.73602286e-05	-4.31104796e-20
0.0002034352941 	2.73659784e-05	1.96724464e-20
0.000204010084  	2.73685057e-05	6.56826654e-20
0.0002045848739 	2.73648698e-05	7.39306851e-20
0.0002051596639 	2.73531212e-05	-1.73114502e-20
0.000205745098  	2.73667677e-05	-3.06899596e-20
0.000206323349  	2.73183248e-05	6.18285121e-20
0.0002068980524 	2.73055688e-05	2.15443308e-20
0.0002074835992 	2.72936316e-05	2.30778771e-20
0.0002080654633 	2.72686736e-05	-9.40550776e-20
0.0002086473275 	2.72669649e-05	-1.88642675e-19
0.000209225509  	2.72968498e-05	-2.09706995e-19
0.0002098036904 	2.73248899e-05	-1.40928062e-19
0.0002103781892 	2.73716495e-05	-8.83701550e-20
0.000210952688  	2.73614006e-05	-9.11964497e-20
0.0002115271868 	2.73761544e-05	-2.25883275e-20
0.0002121016856 	2.73801694e-05	2.48337309e-20
0.0002126761844 	2.73965340e-05	-3.75727928e-20
0.0002132506832 	2.74152153e-05	6.86583585e-20
0.000213825182  	2.74252085e-05	-2.19690537e-20
0.0002143996807 	2.74248386e-05	-4.18881869e-20
0.0002149741795 	2.74372970e-05	-3.99536031e-20
0.0002155605645 	2.74861180e-05	-2.16647727e-20
0.0002161552084 	2.76581902e-05	-7.06468053e-21
0.0002167540998 	2.79192872e-05	-4.40644864e-20
0.0002173403385 	2.82553838e-05	-5.80799118e-20
0.0002179183781 	2.85931804e-05	-1.02201692e-19
0.0002184883894 	2.89269227e-05	-1.85031879e-20
0.0002190624148 	2.92480908e-05	-9.68887337e-20
0.0002196244814 	2.95860811e-05	-7.74515435e-20
0.0002201787953 	2.99288638e-05	6.85551122e-20
0.0002207255159 	3.02593172e-05	5.64594536e-20
0.0002212647981 	3.06270206e-05	1.01722665e-19
0.0002218153939 	3.10553345e-05	-5.44527629e-20
0.0002223509049 	3.11993267e-05	7.28635596e-21
0.000222882748  	3.13310871e-05	4.45710644e-20
0.0002234109484 	3.14809857e-05	5.60482824e-20
0.0002239391487 	3.16649115e-05	2.62383875e-20
0.0002244710428 	3.18452791e-05	-2.83596740e-20
0.0002249919321 	3.20372710e-05	-6.66630936e-20
0.0002255092292 	3.22243395e-05	-4.67222082e-20
0.0002260229586 	3.24205964e-05	-1.65083127e-19
0.0002265331451 	3.26113800e-05	-6.83063222e-20
0.0002270433316 	3.28007517e-05	3.17187512e-20
0.0002275499751 	3.29834946e-05	-3.52893182e-20
0.0002280531003 	3.31548076e-05	-1.72642076e-20
0.0002285562255 	3.33523156e-05	6.80072723e-21
0.0002290593506 	3.34392726e-05	-3.71336002e-20
0.0002295554391 	3.35286240e-05	-1.06793029e-20
0.0002300515276 	3.36441814e-05	2.40259229e-21
0.0002305441224 	3.37992095e-05	2.83468796e-20
0.0002310367173 	3.38934871e-05	-3.43443828e-20
0.0002315258186 	3.39795227e-05	1.05317992e-20
0.0002320149199 	3.41108990e-05	6.21851224e-20
0.0002325005276 	3.42962315e-05	4.09497227e-20
0.0002329861353 	3.43941006e-05	4.94630541e-21
0.0002334825343 	3.44685098e-05	-1.28368309e-20
0.000233964545  	3.46219161e-05	-8.08164859e-20
0.0002344465556 	3.48265601e-05	-9.47220016e-20
0.0002349250479 	3.50881843e-05	-1.51703226e-19
0.0002354035402 	3.52059786e-05	-8.97155230e-20
0.0002358750472 	3.50294350e-05	-9.97780914e-20
0.0002363500468 	3.48920267e-05	-6.00021400e-20
0.0002368286179 	3.49705176e-05	-6.87203951e-20
0.0002373035907 	3.51181462e-05	-7.59033235e-20
0.0002377785635 	3.53734676e-05	-8.83313174e-20
0.0002382571899 	3.54743325e-05	-5.42805015e-20
0.0002387285091 	3.56198618e-05	-4.64743647e-20
0.0002391962304 	3.57088053e-05	3.39981734e-20
0.0002396639517 	3.57931337e-05	-1.03777405e-19
0.000240131673  	3.58169708e-05	-1.05211072e-19
0.0002405993943 	3.58642585e-05	-7.57500161e-20
0.0002410671156 	3.59118198e-05	-1.54212951e-19
0.0002415311541 	3.60112661e-05	-1.09948744e-19
0.0002420104069 	3.60572809e-05	-9.99397282e-20
0.000242481867  	3.61630407e-05	-3.31714582e-20
0.0002429533271 	3.62636174e-05	-1.52141457e-19
0.0002434327109 	3.63710416e-05	-6.75265997e-20
0.000243904105  	3.64167344e-05	-1.16766593e-19
0.0002443835571 	3.62217565e-05	-4.75071627e-20
0.0002448671783 	3.64327743e-05	-1.05979864e-19
0.0002453507996 	3.66210577e-05	-9.18522608e-20
0.00024582601   	3.67463788e-05	-1.65933177e-19
0.0002463012205 	3.68182284e-05	-7.45705562e-20
0.0002467764309 	3.68932049e-05	-4.81055686e-21
0.0002472474359 	3.69721175e-05	-1.55830969e-20
0.000247718441  	3.70553974e-05	-9.26423117e-20
0.000248189446  	3.71296984e-05	7.97222132e-20
0.000248660451  	3.72014245e-05	-2.67348101e-20
0.0002491358172 	3.72640077e-05	-4.36322801e-20
0.0002496111834 	3.73369670e-05	-1.05517543e-19
0.0002500865496 	3.72010428e-05	-1.54438158e-19
0.0002505574312 	3.73884423e-05	-3.93554378e-20
0.0002510283128 	3.75443206e-05	-7.87356637e-20
0.0002514991944 	3.76130858e-05	-8.14016144e-20
0.0002519655483 	3.76999318e-05	-5.05983687e-20
0.0002524319022 	3.77639106e-05	3.28298636e-20
0.0002528982561 	3.78666433e-05	9.36296254e-20
0.0002533600379 	3.79422872e-05	-9.46893790e-21
0.0002538218197 	3.80369081e-05	5.74583169e-20
0.0002542930257 	3.80908505e-05	3.62431448e-20
0.0002547547123 	3.81825318e-05	-6.40865626e-20
0.0002552117354 	3.82612318e-05	-4.18067827e-20
0.0002556687585 	3.83031265e-05	-7.49390621e-20
0.0002561257816 	3.83850040e-05	-1.84143307e-19
0.0002565828047 	3.84328385e-05	-1.84030095e-19
0.0002570446898 	3.85180282e-05	-1.07703887e-19
0.0002575016612 	3.85739264e-05	-1.33796338e-19
0.0002579586325 	3.86185182e-05	-1.25557893e-19
0.0002584156039 	3.87085098e-05	-2.18012308e-20
0.0002588676082 	3.88063573e-05	8.93626519e-20
0.0002593196125 	3.89120431e-05	-6.01519818e-21
0.0002597716168 	3.89626331e-05	3.31848746e-20
0.0002602236211 	3.90298439e-05	-5.91575022e-20
0.0002606756255 	3.91344512e-05	-6.27416686e-20
0.0002611224933 	3.92250823e-05	-4.01748619e-20
0.0002615693612 	3.93060184e-05	7.22493194e-20
0.0002620162291 	3.94032536e-05	-1.01501307e-19
0.000262463097  	3.94544391e-05	-2.60403872e-20
0.0002629099649 	3.95242474e-05	-7.95313716e-20
0.0002633622824 	3.96348023e-05	-1.34464554e-21
0.0002638090838 	3.97196947e-05	-1.73354436e-20
0.0002642504365 	3.98106676e-05	1.65616838e-20
